DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,NOTE_BL_CAT,NOTE_EN_CAT,NOTE_FM_CAT,NOTE_OM_CAT
0.0,0.0,0.0,0.0,6.853134343931822,7.168756229287882,6.6,5.4,1.0,6.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.214079160753297,5.880279685282486,6.853519790188324,5.692960419623351,1.0,14.73240104905838,2.0,2.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.602986669982652,6.55746667495663,7.702986669982652,5.505973339965304,1.0,4.0,2.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.503182319366769,7.119318599472308,6.816136280105538,6.287046039261232,1.0,3.0,0.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.1,7.0498673974935855,7.149867397493586,5.766578264995724,1.0,2.0,2.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.388522620137628,8.36939365370034,9.475132343631527,6.686609723493899,0.01912896643728701,14.0,2.0,6.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.316574817696522,7.316574817696522,7.91712591151739,6.649724453089566,0.0,15.83425182303478,6.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.9,6.376401125511797,6.721828893003371,6.2,1.0,3.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.048307368340336,7.582616842468487,8.67923157914916,7.203385263319327,1.0,9.0,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.283417061773773,6.054271327217216,6.883417061773772,5.235427132721721,1.0,8.354271327217216,4.0,5.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.6,7.057861806207466,7.684276387585066,6.2316036453444,1.0,2.0,4.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.64434708667628,7.655402564777013,8.433416782848903,6.6,1.0,16.0,5.0,1.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,5.663457199546143,5.6,7.092310171687918,4.74807754292198,0.0,3.0,5.0,3.0,"(4, 6]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.574573121833043,6.456898926761739,6.943101073238261,5.27844946338087,1.0,5.0,3.0,5.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.203718148667031,6.524535231416621,7.301859074333516,5.4,1.0,2.0,0.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.065360704464929,4.680825022915164,7.182680352232465,6.707628545239812,0.05773215922511721,3.0,0.0,8.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.6608967130872605,5.373723008389179,7.543586852349041,4.96089671308726,1.0,9.0,5.0,2.3910328691273985,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.553159325814733,6.587362696741067,6.840522022555801,5.4,0.0,5.0,2.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.997598530906822,7.034133823031059,9.024356861416157,6.5317323539378815,1.0,5.0,3.4391078464596037,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.432109757829236,6.624082318371927,6.987958840814037,6.647821643527492,0.9598628027134553,16.040137197286544,1.9197256054269105,1.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.95347980562971,7.538369951407428,8.9,6.95347980562971,0.0,21.616300485925724,6.383699514074276,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.278439221586048,7.467063532951628,6.821560778413952,7.155687844317209,1.0,3.0,5.443121556827904,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.1157751035233225,6.858422489647668,7.708957427533675,5.383155020704664,0.0,3.0,2.0,2.584224896476678,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.214211133313971,7.814211133313972,7.842894433343014,6.414211133313971,0.42894433343014426,5.0,4.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.545909499616192,6.8,7.2836379984647674,6.27045250191904,0.0,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.578571922814443,6.948214903518053,7.508928942110832,5.748214903518054,1.0,5.0,3.6964298070361075,2.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.970214609618183,7.259570780763634,8.478712342290903,7.3787123422909024,1.0,8.29785390381817,2.2978539038181705,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.834338781541089,6.9,8.911136701524006,5.73132243691782,1.0,12.82830609229455,2.0,5.17169390770545,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,6.800022550415326,6.2,6.899954899169349,6.599954899169349,0.500112752076627,4.499887247923373,5.0,1.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,5.217937142551152,4.65880419049659,6.85880419049659,5.4411958095034105,1.0,4.588041904965898,1.0,6.0,"(4, 6]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.574105393253877,6.770526966269385,6.774105393253877,4.803578426984493,1.0,2.0,0.0,8.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.173716215756325,7.389425676365513,7.384290539390812,6.031418921218377,1.0,5.0,4.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.572752846491188,7.2,7.472752846491187,7.027247153508813,0.5325040664159818,3.0,1.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.288460535782108,7.253842143128433,7.023078928435783,5.526934106396809,0.0,9.115394642178916,6.884605357821083,1.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,4.921127577864683,5.1605637889323415,7.397181055338295,5.705637889323411,1.0,4.0,5.0,3.0,"(4, 6]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.03516117170407,7.288279609431976,8.947634922615697,5.4,0.0,12.882796094319767,6.882796094319767,1.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.166279342443425,6.668603287782876,7.43255868488685,7.06744131511315,1.0,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.5428525894442995,7.1142841964814325,7.9428525894443,5.528557768332899,1.0,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.915548447082942,7.153658917619495,6.6615852705951255,5.430792635297563,0.0,15.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.761875634150846,6.561875634150846,7.955623520314693,6.917499154465539,0.0,7.0,3.0,4.206252113836152,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.8608140626811975,6.1,7.0,5.886512501449579,1.0,2.0,4.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.8895674777618785,6.395674777618779,6.710432522238122,5.641730088952488,1.0,5.0,1.8956747776187788,5.0,"(4, 6]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,4.759136723320205,5.1204316383398965,7.638705084980309,5.140863276679794,1.0,4.0,5.0,3.0,"(4, 6]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.147658480812366,7.347658480812366,7.250780506395878,5.4,1.0,9.507805063958779,3.507805063958779,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.12265550495058,7.090364169416989,7.883854332233204,6.62265550495058,1.0,3.0,4.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.601812404104573,7.1,7.0963751917908535,6.283688363058843,1.0,13.0,6.0,1.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.582896754570875,6.641448377285437,7.217103245429125,5.9585516227145625,1.0,4.0,0.0,4.792758113572813,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.80690459063146,5.85523672505168,8.11380918126292,6.24476327494832,1.0,11.0,5.0,3.9309540936854,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.657723493706913,6.2897020083907815,6.747425502097696,5.820595983218437,0.0,5.0,0.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.1,7.131796511518315,7.4439321705061055,6.7,1.0,5.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.577055873968752,7.625685291322918,8.448629417354166,7.162842645661459,0.0,3.0,2.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.724547348276849,7.162273674138425,7.086821022415275,5.537726325861575,0.6886316293078756,9.0,2.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.273363808238643,8.146727616477285,8.075981715056814,7.1,0.2532723835227151,7.0,4.746727616477285,4.746727616477285,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.60399151066338,7.197006367002466,6.80399151066338,5.906985143660915,0.0,6.0,5.0,2.0099787766584494,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,5.934066197412947,5.874542958474333,6.927655633764509,5.889377464941965,0.0,4.276556337645088,0.0,8.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.807131319869516,7.046434340065242,6.707131319869515,5.025040380456695,1.0,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.483611770320725,5.914717607754926,6.732776459358551,5.314717607754926,1.0,3.0,1.0,6.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.1178611637099305,6.953583491129792,6.946416508870208,5.4,0.0,15.357223274198612,1.6427767258013886,1.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.831334766442423,7.005995700672729,7.362669532884847,6.074660934230307,0.15667383221211684,16.0,5.156673832212117,1.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.4485094659979545,7.494037863991816,6.7,6.794037863991816,0.0,4.0,5.5149053400204595,2.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.133097283330508,6.666548641665254,7.466460122914194,5.4,0.0,4.0,2.0,3.6663716041631345,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.620844179740863,6.774934921554822,8.974934921554821,5.779155820259137,1.0,3.0,5.0,2.79155820259137,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,6.774352943485373,6.809741177394149,7.80357647566782,5.490258822605851,0.45129411302925493,0.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.628409537482404,6.881655780359657,7.473376878561374,5.71006531784206,1.0,5.0,5.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.4,6.927487009780737,8.45801039217541,7.270994803912295,0.14502598043852566,16.854974019561475,5.145025980438525,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.658720061613826,7.053023950708939,7.453023950708939,5.788255987677235,1.0,13.0,3.8825598767723473,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.906738048771966,7.266845121929915,7.279785853684102,6.453369024385983,1.0,5.0,5.0,5.53369024385983,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.352989809116851,6.715139945461957,7.152989809116851,6.807569972730978,0.07569972730978747,7.0,0.07569972730978747,5.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.332695653950158,7.432695653950159,7.406086955041534,6.632695653950159,1.0,8.0,2.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.523183893516343,6.0392924681074796,6.880353765946261,6.098231170268698,1.0,4.0,3.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.401774028546229,7.672306237110098,7.270532208563869,6.690177402854623,0.9017740285462287,9.196451942907542,0.0,8.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.040694548499519,7.259305451500481,7.477916354501442,5.959305451500481,1.0,4.0,2.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.420092083607582,6.140184167215162,6.706697361202528,5.233486806012636,0.06697361202527152,0.0,1.9330263879747285,5.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.914145317192987,5.575470090626568,6.936794864060149,4.785854682807013,0.0,3.0,5.0,3.1226495468671613,"(4, 6]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.350464445080988,7.522119012204225,8.084107408468313,5.094702469489438,1.0,10.0,4.610595061021125,1.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.116704385707026,7.345823903573244,8.195710746452168,7.1498868428789235,1.0,9.0,3.541760964267563,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.3095802563847725,7.180839487230456,6.893613162410152,5.674452649640608,0.0,5.0,5.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.1,7.086687054417155,7.566717636042888,6.960061163251466,0.0,12.0,5.066564727914223,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.105504597764371,7.3,7.7,6.4,1.0,5.0,2.3516819925479044,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.34446325354492,6.03330511968262,6.692589457742513,5.84446325354492,1.0,6.0,2.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.6252813570799,6.3,6.962828249926551,5.43754689284665,1.0,3.0,2.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.9,7.158855636441966,8.521525818077379,7.119618545480655,0.0,2.803814545193447,6.0,2.803814545193447,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.5,8.026611106897747,7.36995833017331,7.596569437071056,0.5665277672443656,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.70112705843882,6.698027647732065,7.29830941234177,6.8991547061708856,0.0,11.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.476376286021359,7.152752572042718,8.04409407150534,5.791341499462622,0.5590592849466022,6.0,5.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.096348645790786,6.43576756947281,6.760581076317976,5.267883784736404,1.0,5.0,3.0,5.678837847364046,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.232066795542852,5.844022265180951,7.0220111325904755,5.277988867409524,0.22011132590475313,2.0,4.0,3.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.835052053428616,6.140208213714465,7.024739732856919,5.659791786285536,0.3505205342861618,10.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.7490133095038205,6.686266636879775,6.662746672624045,6.313733363120225,0.6274667262404492,5.372533273759551,7.0,3.627466726240449,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.054970942179168,5.8274854710895845,6.793128632227604,5.868713677723961,1.0,14.931286322276039,2.0,2.068713677723961,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,5.736957419942677,5.689127740171968,6.826085160114646,4.695659359541419,1.0,3.369574199426773,0.0,3.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.746423851973923,5.217814667765302,7.092847703947845,6.4,1.0,8.535761480260774,5.535761480260775,3.0,"(6, 8]","(4, 6]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.305916426567164,5.694083573432836,6.6554524495522385,4.950463977014924,1.0,5.0,2.0,4.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.831345896944322,5.671635257639196,7.202981154583518,5.605962309167036,1.0,5.0,3.0,4.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.670876565522915,6.74175313104583,7.570876565522915,5.4,1.0,4.291234344770846,4.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.702509104563057,5.807527313689171,7.300836368187685,5.4075273136891715,1.0,8.0,5.991636318123143,7.983272636246285,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.930600439748321,5.230600439748321,7.095900659622482,6.0217667399580534,0.21766739958053605,2.0,0.0,3.0,"(6, 8]","(4, 6]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.6646737153599425,7.467663142320029,8.1631790018799,7.027852717239842,1.0,5.0,0.0,8.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.448398936817975,7.790393620907848,8.3,7.232388304997722,0.5160106318202529,12.0,4.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.8,6.399468652433166,6.602656737834173,5.002125390267339,0.005313475668345946,2.0,5.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.897752678784089,7.715055893324996,8.47595482181136,7.0391010715136355,0.0,10.0,6.8044946424318224,2.8044946424318224,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.6363142560257975,6.963685743974202,7.9,5.4,1.0,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.945158083700644,6.564525748898069,7.409683832598713,6.425790418503219,1.0,5.0,0.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.766768337111864,7.8601220045342375,7.693353667422373,6.506646332577628,1.0,9.0,4.0,2.0664633257762723,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.6,6.9132120396260675,7.313212039626068,6.156378594111911,1.0,9.0,0.0,8.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.441628641226864,7.183257282453727,7.9,6.724885923680591,1.0,4.0,4.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.056391995431592,7.265412006852612,7.121804002284204,6.025567981726367,1.0,2.0,0.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.449650601520832,6.574475902281248,6.999301203041664,6.201397593916672,1.0,17.0,4.751746992395841,3.2482530076041596,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.324202900740971,5.721200828783135,7.240900621587351,4.978799171216865,1.0,9.0,5.196997928042163,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.137394353516763,5.844597580078613,6.9855935468763,5.7,0.0,14.518008066404624,4.481991933595375,4.481991933595375,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.656129807277406,6.670162259096757,7.542097355458054,5.112259614554812,1.0,4.0,3.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.367115747337969,7.602694484027813,7.6986527579860935,6.902694484027813,0.0,5.0,0.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.727715728968818,5.951810485979212,6.637952621494803,5.662047378505197,1.0,4.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.974225318719909,7.471126593599543,7.525774681280091,5.696901274879635,1.0,2.0,5.0,4.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.683011899394926,6.4019286036304415,8.60192860363044,5.716988100605073,1.0,3.0,5.0,2.169881006050735,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,5.997487599950145,6.016985119940173,7.302512400049856,5.916985119940174,1.0,16.194975199900288,5.0,2.194975199900289,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.878081903443866,6.521918096556134,7.1,6.256163806887732,0.8904095172193285,5.0,4.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.224993339535621,5.849968917832899,7.074988899226035,6.224975578297278,1.0,8.25002220154793,0.2500222015479292,6.250022201547929,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.881645697740065,6.3541142443501615,6.727531453389903,5.445885755649839,0.9082284887003229,10.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.927614596349176,7.024128467883608,6.97935766058196,5.52064233941804,0.0,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.0,7.018008714193211,7.377724244792242,6.5208534082029095,1.0,5.0,2.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.430826547405575,6.265413273702787,7.634586726297212,5.334586726297212,1.0,3.6541327370278736,2.0,6.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.911087207605999,5.9,7.022174415211998,5.4,1.0,3.0,5.0,3.0,"(4, 6]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.131522701804776,7.342119324548806,8.326357973646417,5.189403377255971,1.0,7.0,2.4211932454880594,3.4211932454880594,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.983804337835807,5.963239132432839,6.7367608675671615,5.969152191895549,0.6323913243283874,4.0,3.0,4.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.384352328399641,7.384352328399641,7.5782383580018005,6.85305698519892,0.0,15.156476716003601,6.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.742176366034831,6.794784244023221,6.7,5.094784244023221,0.0,4.526078779883897,4.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.67163971119581,7.84180144402095,7.25672057760838,6.641801444020951,1.0,17.0,5.2836028880419015,1.283602888041901,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.5,5.460602587137822,6.908377079326546,5.454188539663273,1.0,0.0,5.0,3.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.041577926367174,7.279774581947547,8.259549163895093,5.960676254157361,1.0,8.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.8,5.917555872598026,6.925530723289766,4.268617319177558,1.0,5.0,2.0,4.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.769050439594983,5.169050439594983,7.051699874401433,5.4,1.0,0.0,1.2415006279928336,6.758499372007167,"(4, 6]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,5.92149126370364,6.8065786266672434,7.0,6.250438845925477,1.0,14.214912637036395,5.0,2.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.775149157131914,5.242485084286809,6.684970168573617,5.527455252860427,0.0,2.0,2.0,5.424850842868087,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.3815677027767075,6.8,7.081567702776707,6.246080743058233,1.0,4.0,3.092161486116466,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.298588070652257,5.647882105978384,7.7,6.246470176630641,0.5070596467387183,7.0,5.0,3.4929403532612815,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.781207961918468,6.7,7.206039809592339,6.33087165726621,0.18792038081532303,0.0,2.187920380815323,4.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.9,7.407697166938088,7.515394333876174,6.6923028330619125,1.0,4.0,5.0,3.923028330619126,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.739231229027585,7.548078072568963,8.02153754194483,7.3480780725689625,0.0,4.0,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.761720123556361,5.9851603706690835,6.970320741338167,6.185160370669084,1.0,2.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.275281662609752,6.064366189317072,7.846549283975608,6.035633810682929,1.0,5.0,5.0,3.0,"(6, 8]","(4, 6]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,6.9297553843203845,7.293559691776693,6.931902153728154,5.434048923135923,1.0,2.0,0.0,6.34048923135923,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.0,7.140751709891726,7.440751709891726,5.761127564837589,1.0,3.2037585494586316,2.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
